userID,Duration,Page,Order,Language,TaskPage,Answer
3545,0.599999999999909,1,2,English,5,0
3545,2.099999999999909,3,3,English,1,0
3545,19.199999999999818,4,4,English,3,0
3545,32.0,4,4,English,5,0
3545,1.699999999999818,5,1,English,1,0
3545,1.1000000000003638,5,1,English,2,0
3545,4.299999999999727,5,1,English,3,0
3545,17.200000000000273,5,1,English,4,0
3545,11.699999999999818,5,1,English,5,0
3545,1.199999999999818,6,2,English,3,0
3545,2.300000000000182,6,2,English,4,0
3545,1.599999999999909,6,2,English,5,0
3545,15.599999999999909,9,4,English,3,0
3545,7.400000000000091,9,4,English,5,0
3545,34.59999999999991,10,1,English,1,0
3545,5.400000000000091,10,1,English,2,0
3545,15.900000000000091,10,1,English,4,0
3545,6.199999999999818,10,1,English,5,0
3545,28.09999999999991,11,2,English,5,0
3545,0.5,11,2,English,4,0
3545,1.2999999999997272,13,3,English,1,0
3545,0.8000000000001819,13,3,English,2,0
3545,4.599999999999909,14,4,English,1,0
3545,8.5,14,4,English,5,0
3545,2.599999999999909,15,1,English,1,0
3545,0.900000000000091,15,1,English,3,0
3545,9.5,15,1,English,5,0
3545,1.0,16,2,English,3,0
3545,2.699999999999818,16,2,English,4,0
3545,2.200000000000273,16,2,English,5,0
3545,0.6000000000003638,18,3,English,1,0
3545,1.3999999999996362,18,3,English,2,0
3545,10.299999999999727,19,4,English,3,0
3545,2.400000000000091,19,4,English,5,0
3545,1.0,20,1,English,1,0
3545,4.600000000000364,20,1,English,2,0
3545,2.199999999999818,20,1,English,3,0
3545,1.199999999999818,20,1,English,4,0
3545,0.900000000000091,20,1,English,5,0
3545,3.400000000000091,21,2,English,3,0
3545,2.800000000000182,21,2,English,4,0
3545,0.6999999999998181,23,3,English,1,0
3545,4.300000000000182,23,3,English,2,0
3545,1.5,24,4,English,1,0
3545,0.6000000000003638,24,4,English,3,0
3545,1.7999999999997272,24,4,English,5,0
3545,15.399999999999636,25,1,English,1,0
3545,6.700000000000273,25,1,English,2,0
3545,2.599999999999909,25,1,English,3,0
3545,1.699999999999818,25,1,English,4,0
3545,0.8000000000001819,25,1,English,5,0
3545,9.5,26,2,English,3,0
3545,14.099999999999909,26,2,English,4,0
3545,0.5,26,2,English,5,0
3545,3.1999999999999993,28,3,English,2,0
3545,1.3999999999999986,29,4,English,1,0
3545,1.8999999999999986,29,4,English,3,0
3545,0.7000000000000028,29,4,English,5,0
3545,2.0,30,1,English,2,0
3545,0.8000000000000114,30,1,English,3,0
3545,0.5999999999999943,30,1,English,4,0
3545,0.5999999999999943,30,1,English,5,0
5890,39.0,1,2,English,3,0
5890,5.0,1,2,English,4,0
5890,1.2999999999999545,1,2,English,5,0
5890,8.5,3,3,English,1,0
5890,6.5,3,3,English,2,0
5890,2.2000000000000455,4,4,English,1,0
5890,6.600000000000023,4,4,English,5,0
5890,1.7999999999999545,5,1,English,1,0
5890,2.2000000000000455,5,1,English,2,0
5890,1.5,5,1,English,3,0
5890,1.599999999999909,5,1,English,4,0
5890,3.6000000000000227,5,1,English,5,0
5890,1.5,6,2,English,3,0
5890,1.2000000000000455,6,2,English,4,0
5890,2.2000000000000455,6,2,English,5,0
5890,1.1000000000000227,8,3,English,1,0
5890,2.8999999999999773,8,3,English,2,0
5890,1.800000000000182,9,4,English,1,0
5890,1.599999999999909,9,4,English,3,0
5890,4.099999999999909,9,4,English,5,0
5890,1.300000000000182,10,1,English,1,0
5890,1.199999999999818,10,1,English,2,0
5890,2.0,10,1,English,3,0
5890,2.0,10,1,English,4,0
5890,3.300000000000182,10,1,English,5,0
5890,8.5,11,2,English,3,0
5890,10.0,11,2,English,4,0
5890,11.299999999999955,11,2,English,5,0
5890,1.300000000000182,13,3,English,1,0
5890,6.7000000000000455,14,4,English,1,0
5890,11.100000000000136,14,4,English,3,0
5890,6.099999999999909,14,4,English,5,0
5890,4.2999999999999545,15,1,English,1,0
5890,7.899999999999864,15,1,English,2,0
5890,5.300000000000182,15,1,English,3,0
5890,8.399999999999864,15,1,English,4,0
5890,8.400000000000091,15,1,English,5,0
5890,9.5,16,2,English,4,0
5890,2.099999999999909,16,2,English,5,0
5890,1.7999999999999545,16,2,English,3,0
5890,6.099999999999909,18,3,English,1,0
5890,7.400000000000091,18,3,English,2,0
5890,6.5,19,4,English,1,0
5890,11.599999999999909,19,4,English,3,0
5890,12.600000000000136,19,4,English,5,0
5890,3.2999999999999545,20,1,English,1,0
5890,3.2000000000000455,20,1,English,2,0
5890,3.2000000000000455,20,1,English,3,0
5890,5.599999999999909,20,1,English,4,0
5890,4.600000000000136,20,1,English,5,0
5890,11.5,21,2,English,3,0
5890,1.2999999999999545,21,2,English,5,0
5890,2.6000000000001364,23,3,English,1,0
5890,4.2999999999999545,23,3,English,2,0
